Region, Date, Frequency, Estimated Unemployment Rate (%), Estimated Employed, Estimated Labour Participation Rate (%)
Gujarat, 30-04-2021, M,1.77,24320086,45.66
Gujarat, 31-05-2021, M,2.34,24179141,45.57
Gujarat, 30-06-2021, M,1.79,24842134,46.46
Haryana, 31-01-2016, M,14.82,7990833,46.62
Haryana, 29-02-2016, M,11.83,7984203,44.91
Haryana, 31-03-2016, M,10.4,8061205,44.53
Haryana, 30-04-2016, M,13.57,7932826,45.33
Haryana, 31-05-2016, M,10.78,8213227,45.36
Haryana, 30-06-2016, M,11.67,7666571,42.68
Haryana, 31-07-2016, M,9.54,7652062,41.51
Haryana, 31-08-2016, M,14.5,7907110,45.29
Haryana, 30-09-2016, M,6.67,8100227,42.41
Haryana, 31-10-2016, M,9.77,7837746,42.35
Haryana, 30-11-2016, M,7.22,7818449,41
Haryana, 31-12-2016, M,15.38,7361348,42.24
Haryana, 31-01-2017, M,7.23,7809719,40.79
Haryana, 28-02-2017, M,8.11,7801926,41.06
Haryana, 31-03-2017, M,3.41,7360173,36.77
Haryana, 30-04-2017, M,2.04,7179748,35.29
Haryana, 31-05-2017, M,2.71,7574585,37.41
Haryana, 30-06-2017, M,4.2,7714861,38.61
Haryana, 31-07-2017, M,5.51,7325990,37.1
Haryana, 31-08-2017, M,1.76,7373641,35.84
Haryana, 30-09-2017, M,12.3,7950912,43.2
Haryana, 31-10-2017, M,14.32,7838315,43.49
Haryana, 30-11-2017, M,13.96,7482687,41.26
Haryana, 31-12-2017, M,19.57,7430980,43.74
Haryana, 31-01-2018, M,13.21,7813868,42.53
Haryana, 28-02-2018, M,15.52,7650882,42.7
Haryana, 31-03-2018, M,12.76,7369184,39.74
Haryana, 30-04-2018, M,21.41,7269591,43.43
Haryana, 31-05-2018, M,15.21,7615814,42.08
Haryana, 30-06-2018, M,16.67,7656500,42.96
Haryana, 31-07-2018, M,14.93,7383964,40.49
Haryana, 31-08-2018, M,23.14,7337554,44.44
Haryana, 30-09-2018, M,17.21,7722620,43.33
Haryana, 31-10-2018, M,18.7,7774535,44.33
Haryana, 30-11-2018, M,18.97,7185680,41.02
Haryana, 31-12-2018, M,24.51,7237817,44.26
Haryana, 31-01-2019, M,17.89,7695203,43.17
Haryana, 28-02-2019, M,21.29,7579380,44.27
Haryana, 31-03-2019, M,18.99,7112728,40.27
Haryana, 30-04-2019, M,26.39,7120484,44.28
Haryana, 31-05-2019, M,18.27,7942782,44.39
Haryana, 30-06-2019, M,22.1,7590368,44.41
Haryana, 31-07-2019, M,19.53,7232533,40.88
Haryana, 31-08-2019, M,28.68,7081312,45.06
Haryana, 30-09-2019, M,20.19,7815959,44.35
Haryana, 31-10-2019, M,23.04,7620290,44.75
Haryana, 30-11-2019, M,20.36,7280003,41.23
Haryana, 31-12-2019, M,27.56,7152316,44.43
Haryana, 31-01-2020, M,20.34,7693231,43.36
Haryana, 29-02-2020, M,25.77,7322942,44.21
Haryana, 31-03-2020, M,25.05,6641555,39.63
Haryana, 30-04-2020, M,43.22,5647630,44.38
Haryana, 31-05-2020, M,29.02,6437868,40.39
Haryana, 30-06-2020, M,26.7,6951934,42.14
Haryana, 31-07-2020, M,24.18,6800652,39.77
Haryana, 31-08-2020, M,33.5,7113788,47.32
Haryana, 30-09-2020, M,19.33,7190435,39.35
Haryana, 31-10-2020, M,27.32,6686733,40.53
Haryana, 30-11-2020, M,25.61,7054038,41.68
Haryana, 31-12-2020, M,32.49,6723049,43.69
Haryana, 31-01-2021, M,17.65,7510342,39.92
Haryana, 28-02-2021, M,26.31,6808544,40.36
Haryana, 31-03-2021, M,27.58,7255469,43.67
Haryana, 30-04-2021, M,35.13,6860556,46
Haryana, 31-05-2021, M,29.05,6469858,39.58
Haryana, 30-06-2021, M,27.85,6770821,40.65
Himachal Pradesh, 31-01-2016, M,3.16,2252583,41.6
Himachal Pradesh, 29-02-2016, M,3.32,2220379,41.01
Himachal Pradesh, 31-03-2016, M,5.54,2335451,44.08
Himachal Pradesh, 30-04-2016, M,4.24,1982465,36.85
Himachal Pradesh, 31-05-2016, M,4.11,2279919,42.25
Himachal Pradesh, 30-06-2016, M,1.38,2270199,40.84
Himachal Pradesh, 31-07-2016, M,9.83,2254133,44.28
Himachal Pradesh, 31-08-2016, M,4.32,2083962,38.51
Himachal Pradesh, 30-09-2016, M,1.84,2313262,41.6
Himachal Pradesh, 31-10-2016, M,0.92,2266757,40.32
Himachal Pradesh, 30-11-2016, M,4.17,2328150,42.75
Himachal Pradesh, 31-12-2016, M,1.74,2285976,40.87
Himachal Pradesh, 31-01-2017, M,1.72,2366775,42.24
Himachal Pradesh, 28-02-2017, M,2.66,2325936,41.84
Himachal Pradesh, 31-03-2017, M,3.28,2462377,44.51
Himachal Pradesh, 30-04-2017, M,0.49,2293658,40.23
Himachal Pradesh, 31-05-2017, M,1.85,2360892,41.92
Himachal Pradesh, 30-06-2017, M,1.55,2324493,41.08
Himachal Pradesh, 31-07-2017, M,2.89,2256791,40.37
Himachal Pradesh, 31-08-2017, M,1.24,2325795,40.84
Himachal Pradesh, 30-09-2017, M,4.5,2363416,42.85
Himachal Pradesh, 31-10-2017, M,5.37,2270250,41.47
Himachal Pradesh, 30-11-2017, M,14.53,2366020,47.77
Himachal Pradesh, 31-12-2017, M,12.13,2347641,46.03
Himachal Pradesh, 31-01-2018, M,11.8,2277679,44.42
Himachal Pradesh, 28-02-2018, M,9.64,2179385,41.42
Himachal Pradesh, 31-03-2018, M,15.32,2241281,45.38
Himachal Pradesh, 30-04-2018, M,17.49,2267885,47.05
Himachal Pradesh, 31-05-2018, M,13.16,2280143,44.88
Himachal Pradesh, 30-06-2018, M,11.79,2181723,42.2
Himachal Pradesh, 31-07-2018, M,17.8,2189794,45.38
Himachal Pradesh, 31-08-2018, M,17.33,2242645,46.14
Himachal Pradesh, 30-09-2018, M,14.01,2334024,46.09
Himachal Pradesh, 31-10-2018, M,13.11,2216312,43.24
Himachal Pradesh, 30-11-2018, M,19.09,2327363,48.68
Himachal Pradesh, 31-12-2018, M,18.82,2243346,46.69
Himachal Pradesh, 31-01-2019, M,13.89,2298753,45.03
Himachal Pradesh, 28-02-2019, M,13.82,2226496,43.51
Himachal Pradesh, 31-03-2019, M,18.79,2183648,45.22
Himachal Pradesh, 30-04-2019, M,19.64,2216624,46.31
Himachal Pradesh, 31-05-2019, M,13.38,2291429,44.34
Himachal Pradesh, 30-06-2019, M,12.63,2194657,42.03
Himachal Pradesh, 31-07-2019, M,20.69,2152718,45.35
Himachal Pradesh, 31-08-2019, M,19.24,2205562,45.55
Himachal Pradesh, 30-09-2019, M,15.57,2287014,45.11
Himachal Pradesh, 31-10-2019, M,16.74,2179279,43.51
Himachal Pradesh, 30-11-2019, M,23.34,2257438,48.87
Himachal Pradesh, 31-12-2019, M,20.16,2164186,44.91
Himachal Pradesh, 31-01-2020, M,16.83,2287632,45.5
Himachal Pradesh, 29-02-2020, M,16.84,2180268,43.3
Himachal Pradesh, 31-03-2020, M,18.76,2021858,41.04
Himachal Pradesh, 30-04-2020, M,2.2,1131128,19.04
Himachal Pradesh, 31-05-2020, M,26.95,1897639,42.7
Himachal Pradesh, 30-06-2020, M,13.47,2199683,41.72
Himachal Pradesh, 31-07-2020, M,24.31,2229456,48.25
Himachal Pradesh, 31-08-2020, M,15.79,2029740,39.42
Himachal Pradesh, 30-09-2020, M,11.41,2240699,41.3
Himachal Pradesh, 31-10-2020, M,13.46,2123965,40.01
Himachal Pradesh, 30-11-2020, M,15.86,1968783,38.08
Himachal Pradesh, 31-12-2020, M,7.86,2174653,38.35
Himachal Pradesh, 31-01-2021, M,11.55,2248174,41.23
Himachal Pradesh, 28-02-2021, M,15.57,2075852,39.83
Himachal Pradesh, 31-03-2021, M,14.24,1927818,36.35
Himachal Pradesh, 30-04-2021, M,11.06,2000101,36.31
Himachal Pradesh, 31-05-2021, M,7.78,2228549,38.95
Himachal Pradesh, 30-06-2021, M,16.28,1941490,37.32
Jammu & Kashmir, 31-01-2016, M,12.31,3377251,41.1
Jammu & Kashmir, 29-02-2016, M,17.97,3197946,41.52
Jammu & Kashmir, 31-03-2016, M,13.8,3393838,41.84
Jammu & Kashmir, 30-04-2016, M,10.49,3720119,44.08
Jammu & Kashmir, 31-05-2016, M,22.02,3330402,45.2
Jammu & Kashmir, 30-06-2016, M,21.3,3301976,44.31
Jammu & Kashmir, 31-07-2016, M,18.23,3307119,42.62
Jammu & Kashmir, 31-08-2016, M,24.04,3773961,52.25
Jammu & Kashmir, 30-09-2016, M,25.31,3249418,45.65
Jammu & Kashmir, 31-10-2016, M,26.32,2966999,42.17
Jammu & Kashmir, 30-11-2016, M,29.92,3181288,47.44
Jammu & Kashmir, 31-12-2016, M,21.34,3865037,51.24
Jammu & Kashmir, 31-01-2017, M,21.7,3225601,42.86
Jammu & Kashmir, 28-02-2017, M,9.46,3335125,38.26
Jammu & Kashmir, 31-03-2017, M,17.69,3563228,44.86
Jammu & Kashmir, 30-04-2017, M,17.05,3770892,47.01
Jammu & Kashmir, 31-05-2017, M,10.16,3181602,36.55
Jammu & Kashmir, 30-06-2017, M,11.86,3503726,40.94
Jammu & Kashmir, 31-07-2017, M,7.57,3208853,35.67
Jammu & Kashmir, 31-08-2017, M,7.33,3773189,41.75
Jammu & Kashmir, 30-09-2017, M,12.56,3548680,41.53
Jammu & Kashmir, 31-10-2017, M,12.8,3565494,41.75
Jammu & Kashmir, 30-11-2017, M,12.93,3598156,42.11
Jammu & Kashmir, 31-12-2017, M,13.96,3730554,44.08
Jammu & Kashmir, 31-01-2018, M,9.97,3583828,40.39
Jammu & Kashmir, 28-02-2018, M,15.13,3421905,40.83
Jammu & Kashmir, 31-03-2018, M,14,3645677,42.83
Jammu & Kashmir, 30-04-2018, M,10.7,3795073,42.85
Jammu & Kashmir, 31-05-2018, M,9.67,3637496,40.52
Jammu & Kashmir, 30-06-2018, M,13.16,3412005,39.45
Jammu & Kashmir, 31-07-2018, M,10.04,3627060,40.4
Jammu & Kashmir, 31-08-2018, M,7.95,3762614,40.87
Jammu & Kashmir, 30-09-2018, M,13.21,3551156,40.82
Jammu & Kashmir, 31-10-2018, M,14.58,3277483,38.2
Jammu & Kashmir, 30-11-2018, M,11.15,3529595,39.47
Jammu & Kashmir, 31-12-2018, M,9.08,3675581,40.08
Jammu & Kashmir, 31-01-2019, M,17.1,3596568,42.92
Jammu & Kashmir, 28-02-2019, M,15.23,3482740,40.56
Jammu & Kashmir, 31-03-2019, M,15.15,3711176,43.09
Jammu & Kashmir, 30-04-2019, M,10.62,3894195,42.84
Jammu & Kashmir, 31-05-2019, M,16.26,3625325,42.47
Jammu & Kashmir, 30-06-2019, M,14.74,3563557,40.92
Jammu & Kashmir, 31-07-2019, M,16.34,3733085,43.59
Jammu & Kashmir, 31-08-2019, M,22.45,3411463,42.88
Jammu & Kashmir, 30-09-2019, M,19.87,3365012,40.85
Jammu & Kashmir, 31-10-2019, M,20.73,3506707,42.94
Jammu & Kashmir, 30-11-2019, M,14.58,3642517,41.31
Jammu & Kashmir, 31-12-2019, M,12.48,4574768,50.52
Jammu & Kashmir, 31-01-2020, M,21.08,3453025,42.2
Jammu & Kashmir, 29-02-2020, M,20.78,3223513,39.17
Jammu & Kashmir, 31-03-2020, M,15.5,3359107,38.18
Jammu & Kashmir, 31-05-2020, M,18.74,3246493,38.21
Jammu & Kashmir, 30-06-2020, M,17.92,3202336,37.24
Jammu & Kashmir, 31-07-2020, M,10.88,3558889,38.03
Jammu & Kashmir, 31-08-2020, M,11.09,3429950,36.66
Jammu & Kashmir, 30-09-2020, M,16.17,3210281,36.31
Jammu & Kashmir, 31-10-2020, M,16.14,3106691,35.05
Jammu & Kashmir, 30-11-2020, M,8.55,3105513,32.07
Jammu & Kashmir, 31-12-2020, M,16.61,3333288,37.67
Jammu & Kashmir, 31-01-2021, M,21.9,3308895,39.83
Jammu & Kashmir, 28-02-2021, M,14.21,3075564,33.64
Jammu & Kashmir, 31-03-2021, M,9.53,2994081,30.99
Jammu & Kashmir, 30-04-2021, M,11.45,3578310,37.76
Jammu & Kashmir, 31-05-2021, M,12.06,3495054,37.06
Jammu & Kashmir, 30-06-2021, M,10.57,3273797,34.06
Jharkhand, 31-01-2016, M,13.05,8064211,38.75
Jharkhand, 29-02-2016, M,11.13,9382717,44.02
Jharkhand, 31-03-2016, M,8.97,8987924,41.07
Jharkhand, 30-04-2016, M,7.97,10355816,46.71
Jharkhand, 31-05-2016, M,11.16,8368601,39.01
Jharkhand, 30-06-2016, M,9.64,9580041,43.82
Jharkhand, 31-07-2016, M,6.08,9417859,41.35
Jharkhand, 31-08-2016, M,9.35,10026004,45.51
Jharkhand, 30-09-2016, M,6.58,9460358,41.58
Jharkhand, 31-10-2016, M,3.8,9748705,41.51
Jharkhand, 30-11-2016, M,3.69,9700161,41.17
Jharkhand, 31-12-2016, M,1.88,10190898,42.36
Jharkhand, 31-01-2017, M,3.5,9499090,40.06
Jharkhand, 28-02-2017, M,2.98,9614157,40.25
Jharkhand, 31-03-2017, M,1.66,9504776,39.17
Jharkhand, 30-04-2017, M,1.58,9908475,40.71
Jharkhand, 31-05-2017, M,2.41,9573732,39.58
Jharkhand, 30-06-2017, M,4.34,9788865,41.2
Jharkhand, 31-07-2017, M,1.58,9133860,37.28
Jharkhand, 31-08-2017, M,3.26,9650850,39.99
Jharkhand, 30-09-2017, M,8.51,9575924,41.86
Jharkhand, 31-10-2017, M,8.24,9721064,42.28
Jharkhand, 30-11-2017, M,7.06,9193133,39.39
Jharkhand, 31-12-2017, M,8.35,9572381,41.5
Jharkhand, 31-01-2018, M,6.42,9545848,40.44
Jharkhand, 28-02-2018, M,6.97,9813756,41.74
Jharkhand, 31-03-2018, M,7.82,9309075,39.87
Jharkhand, 30-04-2018, M,10.73,9270173,40.91
Jharkhand, 31-05-2018, M,9.52,9546415,41.47
Jharkhand, 30-06-2018, M,7.98,9648983,41.13
Jharkhand, 31-07-2018, M,10.62,9319492,40.8
Jharkhand, 31-08-2018, M,9.6,9368066,40.46
Jharkhand, 30-09-2018, M,8.5,9542917,40.63
Jharkhand, 31-10-2018, M,7.79,9872147,41.62
Jharkhand, 30-11-2018, M,10.41,9276203,40.17
Jharkhand, 31-12-2018, M,11.56,9318697,40.78
Jharkhand, 31-01-2019, M,9.05,9492973,40.31
Jharkhand, 28-02-2019, M,6.88,9992862,41.36
Jharkhand, 31-03-2019, M,13.58,9188910,40.89
Jharkhand, 30-04-2019, M,12.23,9570966,41.84
Jharkhand, 31-05-2019, M,9.92,9439796,40.12
Jharkhand, 30-06-2019, M,11.69,9646693,41.74
Jharkhand, 31-07-2019, M,11.53,9392979,40.47
Jharkhand, 31-08-2019, M,14.26,9350763,41.48
Jharkhand, 30-09-2019, M,10.31,10030750,42.45
Jharkhand, 31-10-2019, M,9.92,10221435,42.97
Jharkhand, 30-11-2019, M,10.57,9703914,41
Jharkhand, 31-12-2019, M,16.98,9163609,41.62
Jharkhand, 31-01-2020, M,10.61,10198029,42.92
Jharkhand, 29-02-2020, M,11.85,10425425,44.4
Jharkhand, 31-03-2020, M,8.23,9638115,39.34
Jharkhand, 30-04-2020, M,47.09,5335262,37.69
Jharkhand, 31-05-2020, M,59.23,4145385,37.92
Jharkhand, 30-06-2020, M,20.95,8622722,40.59
Jharkhand, 31-07-2020, M,7.63,9521900,38.27
Jharkhand, 31-08-2020, M,9.76,9331640,38.31
Jharkhand, 30-09-2020, M,9.28,9980378,40.67
Jharkhand, 31-10-2020, M,11.8,10302276,43.08
Jharkhand, 30-11-2020, M,9.54,9574705,38.96
Jharkhand, 31-12-2020, M,12.4,9652716,40.47
Jharkhand, 31-01-2021, M,11.31,10005873,41.34
Jharkhand, 28-02-2021, M,12.17,10198512,42.46
Jharkhand, 31-03-2021, M,12.75,9655793,40.38
Jharkhand, 30-04-2021, M,16.48,9559528,41.67
Jharkhand, 31-05-2021, M,15.96,9288715,40.15
Jharkhand, 30-06-2021, M,12.79,10741398,44.65
Karnataka, 31-01-2016, M,6.38,23141471,49.05
Karnataka, 29-02-2016, M,5.27,22647222,47.35
Karnataka, 31-03-2016, M,3.26,22105452,45.17
Karnataka, 30-04-2016, M,4.94,22235918,46.15
Karnataka, 31-05-2016, M,11.49,23357728,51.96
Karnataka, 30-06-2016, M,3.07,23269877,47.18
Karnataka, 31-07-2016, M,3.07,23578258,47.71
Karnataka, 31-08-2016, M,4.07,23009464,46.95
Karnataka, 30-09-2016, M,5.45,25360227,52.4
Karnataka, 31-10-2016, M,5.83,24243552,50.2
Karnataka, 30-11-2016, M,5.91,22858956,47.28
Karnataka, 31-12-2016, M,4.61,24786846,50.46
Karnataka, 31-01-2017, M,6.66,25020405,51.96
Karnataka, 28-02-2017, M,5.21,24378353,49.76
Karnataka, 31-03-2017, M,3.09,22519245,44.87
Karnataka, 30-04-2017, M,1.35,24775272,48.4
Karnataka, 31-05-2017, M,1.32,24589723,47.93
Karnataka, 30-06-2017, M,1.27,23376442,45.46
Karnataka, 31-07-2017, M,1.34,22164647,43.04
Karnataka, 31-08-2017, M,1.04,25540685,49.35
Karnataka, 30-09-2017, M,1.82,24088961,46.83
Karnataka, 31-10-2017, M,1.27,24517534,47.3
Karnataka, 30-11-2017, M,1.39,23710131,45.71
Karnataka, 31-12-2017, M,2.63,23302782,45.4
Karnataka, 31-01-2018, M,1.79,24678751,47.58
Karnataka, 28-02-2018, M,3.32,23921489,46.76
Karnataka, 31-03-2018, M,3.97,22842923,44.87
Karnataka, 30-04-2018, M,2.28,23084607,44.47
Karnataka, 31-05-2018, M,1.64,24285788,46.39
Karnataka, 30-06-2018, M,2.87,24102028,46.53
Karnataka, 31-07-2018, M,2.36,22160737,42.47
Karnataka, 31-08-2018, M,1.46,22673269,42.97
Karnataka, 30-09-2018, M,1.21,23461519,44.27
Karnataka, 31-10-2018, M,2.11,23126629,43.95
Karnataka, 30-11-2018, M,1.48,21787403,41.06
Karnataka, 31-12-2018, M,1.22,21631436,40.58
Karnataka, 31-01-2019, M,1.49,23072967,43.32
Karnataka, 28-02-2019, M,2,22550688,42.48
Karnataka, 31-03-2019, M,1.29,20755789,38.74
Karnataka, 30-04-2019, M,0.53,21180297,39.15
Karnataka, 31-05-2019, M,5.88,22549687,43.96
Karnataka, 30-06-2019, M,5.58,21750997,42.19
Karnataka, 31-07-2019, M,1.26,20907836,38.7
Karnataka, 31-08-2019, M,0.74,21300805,39.14
Karnataka, 30-09-2019, M,3.31,22397436,42.17
Karnataka, 31-10-2019, M,5.83,21602775,41.68
Karnataka, 30-11-2019, M,2.16,20151048,37.35
Karnataka, 31-12-2019, M,0.88,21348507,38.98
Karnataka, 31-01-2020, M,2.86,22688028,42.18
Karnataka, 29-02-2020, M,3.61,21677719,40.54
Karnataka, 31-03-2020, M,3.46,22079653,41.14
Karnataka, 30-04-2020, M,29.84,16718395,42.78
Karnataka, 31-05-2020, M,19.97,19397853,43.43
Karnataka, 30-06-2020, M,8.44,24215057,47.29
Karnataka, 31-07-2020, M,4.01,22885616,42.55
Karnataka, 31-08-2020, M,0.5,24094289,43.13
Karnataka, 30-09-2020, M,2.4,20131894,36.67
Karnataka, 31-10-2020, M,1.58,22349602,40.28
Karnataka, 30-11-2020, M,1.86,21714939,39.18
Karnataka, 31-12-2020, M,1.39,22393716,40.13
Karnataka, 31-01-2021, M,3.28,21869339,39.87
Karnataka, 28-02-2021, M,2.5,22537746,40.69
Karnataka, 31-03-2021, M,1.16,21854018,38.84
Karnataka, 30-04-2021, M,2.03,23110478,41.36
Karnataka, 31-05-2021, M,5.29,23597706,43.59
Karnataka, 30-06-2021, M,5.57,22977913,42.49
Kerala, 31-01-2016, M,18.4,10188518,46.3
Kerala, 29-02-2016, M,23.53,10223651,49.54
Kerala, 31-03-2016, M,22.91,9605152,46.12
Kerala, 30-04-2016, M,18.38,10078897,45.67
Kerala, 31-05-2016, M,11.96,10320728,43.32
Kerala, 30-06-2016, M,10.34,10135488,41.73
Kerala, 31-07-2016, M,13.57,9893670,42.22
Kerala, 31-08-2016, M,16.2,10322068,45.39
Kerala, 30-09-2016, M,5.82,10314303,40.32
Kerala, 31-10-2016, M,5.13,10626380,41.2
Kerala, 30-11-2016, M,16.85,9526044,42.1
Kerala, 31-12-2016, M,19.46,9983172,45.51
Kerala, 31-01-2017, M,12.28,10248227,42.85
Kerala, 28-02-2017, M,10.15,10257733,41.84
Kerala, 31-03-2017, M,12.15,9909110,41.3
Kerala, 30-04-2017, M,6.23,9884149,38.56
Kerala, 31-05-2017, M,7.82,9639045,38.22
Kerala, 30-06-2017, M,7.01,9881536,38.8
Kerala, 31-07-2017, M,8.28,9474521,37.68
Kerala, 31-08-2017, M,6.01,9962805,38.63
Kerala, 30-09-2017, M,4.37,9643099,36.72
Kerala, 31-10-2017, M,10.44,10057625,40.86
Kerala, 30-11-2017, M,10.97,9365767,38.24
Kerala, 31-12-2017, M,11.21,9690563,39.63
Kerala, 31-01-2018, M,6.88,9683946,37.73
Kerala, 28-02-2018, M,8.27,10235045,40.44
Kerala, 31-03-2018, M,9.8,9504738,38.16
Kerala, 30-04-2018, M,6.67,9749554,37.79
Kerala, 31-05-2018, M,5.67,9778798,37.47
Kerala, 30-06-2018, M,8.9,10146010,40.22
Kerala, 31-07-2018, M,7.22,9596346,37.32
Kerala, 31-08-2018, M,10.41,7768045,31.26
Kerala, 30-09-2018, M,4.26,9789238,36.82
Kerala, 31-10-2018, M,7.22,10013232,38.83
Kerala, 30-11-2018, M,6.26,9229128,35.39
Kerala, 31-12-2018, M,8.26,9370914,36.69
Kerala, 31-01-2019, M,6.62,9860216,37.89
Kerala, 28-02-2019, M,7.41,10137150,39.25
Kerala, 31-03-2019, M,6.41,8985355,34.39
Kerala, 30-04-2019, M,8.79,9626201,37.77
Kerala, 31-05-2019, M,6.39,9790265,37.39
Kerala, 30-06-2019, M,7.95,10283997,39.91
Kerala, 31-07-2019, M,6.18,8960603,34.08
Kerala, 31-08-2019, M,9.13,9682099,37.99
Kerala, 30-09-2019, M,5.43,10041141,37.82
Kerala, 31-10-2019, M,7.41,9973336,38.33
Kerala, 30-11-2019, M,5.81,8620674,32.54
Kerala, 31-12-2019, M,9.19,9506092,37.18
Kerala, 31-01-2020, M,5.31,9904534,37.12
Kerala, 29-02-2020, M,7.6,9828023,37.71
Kerala, 31-03-2020, M,8.99,8221728,32
Kerala, 30-04-2020, M,16.99,3933276,16.77
Kerala, 31-05-2020, M,17.88,7921962,34.11
Kerala, 30-06-2020, M,9.71,9228268,36.11
Kerala, 31-07-2020, M,7.09,9504420,36.1
Kerala, 31-08-2020, M,10.98,9031944,35.78
Kerala, 30-09-2020, M,5.91,9240913,34.6
Kerala, 31-10-2020, M,3.88,9152881,33.52
Kerala, 30-11-2020, M,5.83,8472442,31.64
Kerala, 31-12-2020, M,6.45,9556138,35.89
Kerala, 31-01-2021, M,5.46,9264917,34.39
Kerala, 28-02-2021, M,4.3,9336761,34.21
Kerala, 31-03-2021, M,5.9,8804500,32.78
Kerala, 30-04-2021, M,7.52,9603392,36.35
Kerala, 31-05-2021, M,23.52,7458637,34.1
Kerala, 30-06-2021, M,15.77,7752486,32.16
Madhya Pradesh, 31-01-2016, M,4.07,25565126,48.6
Madhya Pradesh, 29-02-2016, M,4.36,21964907,41.79
Madhya Pradesh, 31-03-2016, M,6.62,20672491,40.2
Madhya Pradesh, 30-04-2016, M,8.73,21505008,42.69
Madhya Pradesh, 31-05-2016, M,6.63,25480320,49.33
Madhya Pradesh, 30-06-2016, M,2.86,22389513,41.58
Madhya Pradesh, 31-07-2016, M,11.82,20296986,41.43
Madhya Pradesh, 31-08-2016, M,9.97,20877809,41.65
Madhya Pradesh, 30-09-2016, M,7.06,24055017,46.39
Madhya Pradesh, 31-10-2016, M,5.31,23537779,44.45
Madhya Pradesh, 30-11-2016, M,7.96,20697502,40.12
Madhya Pradesh, 31-12-2016, M,3.38,21180110,39.03
Madhya Pradesh, 31-01-2017, M,3.52,23428418,43.14
Madhya Pradesh, 28-02-2017, M,3.41,23576557,43.27
Madhya Pradesh, 31-03-2017, M,4.88,22914026,42.61
Madhya Pradesh, 30-04-2017, M,2.31,20990867,37.93
Madhya Pradesh, 31-05-2017, M,2.02,23569924,42.37
Madhya Pradesh, 30-06-2017, M,1.54,24586573,43.88
Madhya Pradesh, 31-07-2017, M,1.18,23801483,42.23
Madhya Pradesh, 31-08-2017, M,1.33,21899358,38.83
Madhya Pradesh, 30-09-2017, M,1.27,23015166,40.7
Madhya Pradesh, 31-10-2017, M,1.64,22376267,39.63
Madhya Pradesh, 30-11-2017, M,4.34,22191934,40.32
Madhya Pradesh, 31-12-2017, M,2.6,23580932,41.99
Madhya Pradesh, 31-01-2018, M,2.98,21933653,39.12
Madhya Pradesh, 28-02-2018, M,2.78,22532271,40.03
Madhya Pradesh, 31-03-2018, M,5,22556962,40.91
Madhya Pradesh, 30-04-2018, M,3.18,22954705,40.77
Madhya Pradesh, 31-05-2018, M,2.02,21790698,38.16
