Region, Date, Frequency, Estimated Unemployment Rate (%), Estimated Employed, Estimated Labour Participation Rate (%)
Madhya Pradesh, 30-06-2018, M,2.59,22011650,38.68
Madhya Pradesh, 31-07-2018, M,4.24,22106279,39.43
Madhya Pradesh, 31-08-2018, M,6.21,23016950,41.83
Madhya Pradesh, 30-09-2018, M,3.64,21613322,38.14
Madhya Pradesh, 31-10-2018, M,7.29,21424091,39.21
Madhya Pradesh, 30-11-2018, M,6.53,21490622,38.93
Madhya Pradesh, 31-12-2018, M,6.98,22190073,40.3
Madhya Pradesh, 31-01-2019, M,4.76,21924819,38.81
Madhya Pradesh, 28-02-2019, M,6.47,22356536,40.21
Madhya Pradesh, 31-03-2019, M,5.4,22063401,39.15
Madhya Pradesh, 30-04-2019, M,6.47,22362845,40.05
Madhya Pradesh, 31-05-2019, M,3.72,22042549,38.26
Madhya Pradesh, 30-06-2019, M,4.86,22804132,39.97
Madhya Pradesh, 31-07-2019, M,4.91,22541149,39.44
Madhya Pradesh, 31-08-2019, M,5.5,23368979,41.06
Madhya Pradesh, 30-09-2019, M,4.37,22882648,39.64
Madhya Pradesh, 31-10-2019, M,3.38,23664352,40.49
Madhya Pradesh, 30-11-2019, M,3.69,22765882,38.99
Madhya Pradesh, 31-12-2019, M,3.9,23642051,40.49
Madhya Pradesh, 31-01-2020, M,4.11,23018632,39.42
Madhya Pradesh, 29-02-2020, M,4.57,22711479,39
Madhya Pradesh, 31-03-2020, M,2.22,22867164,38.24
Madhya Pradesh, 30-04-2020, M,12.36,19041832,35.45
Madhya Pradesh, 31-05-2020, M,21.98,18443927,38.48
Madhya Pradesh, 30-06-2020, M,6.48,23054646,40.04
Madhya Pradesh, 31-07-2020, M,5.08,23940158,40.88
Madhya Pradesh, 31-08-2020, M,4.7,23619011,40.08
Madhya Pradesh, 30-09-2020, M,3.93,23396559,39.3
Madhya Pradesh, 31-10-2020, M,3.26,23109279,38.46
Madhya Pradesh, 30-11-2020, M,4.34,24437387,41.04
Madhya Pradesh, 31-12-2020, M,3.99,23864423,39.85
Madhya Pradesh, 31-01-2021, M,6.15,23183713,39.51
Madhya Pradesh, 28-02-2021, M,2.02,22589307,36.8
Madhya Pradesh, 31-03-2021, M,1.5,24004347,38.82
Madhya Pradesh, 30-04-2021, M,1.35,22705824,36.58
Madhya Pradesh, 31-05-2021, M,5.27,21554601,36.08
Madhya Pradesh, 30-06-2021, M,2.34,22654430,36.71
Maharashtra, 31-01-2016, M,4.62,41175830,46.77
Maharashtra, 29-02-2016, M,3.69,41947738,47.11
Maharashtra, 31-03-2016, M,5.92,41426005,47.53
Maharashtra, 30-04-2016, M,9.92,42200931,50.47
Maharashtra, 31-05-2016, M,9.05,43656285,51.6
Maharashtra, 30-06-2016, M,6.58,44556278,51.18
Maharashtra, 31-07-2016, M,7.84,44741140,51.99
Maharashtra, 31-08-2016, M,8.96,42102304,49.43
Maharashtra, 30-09-2016, M,6.46,45059192,51.39
Maharashtra, 31-10-2016, M,4.34,46570690,51.83
Maharashtra, 30-11-2016, M,5.13,44592280,49.94
Maharashtra, 31-12-2016, M,5.2,43013262,48.12
Maharashtra, 31-01-2017, M,4.2,44369671,49.02
Maharashtra, 28-02-2017, M,3.49,45028087,49.29
Maharashtra, 31-03-2017, M,7.96,43864363,50.24
Maharashtra, 30-04-2017, M,4.05,43449940,47.65
Maharashtra, 31-05-2017, M,4.92,44091076,48.7
Maharashtra, 30-06-2017, M,4.11,44149420,48.26
Maharashtra, 31-07-2017, M,3.45,46291207,50.15
Maharashtra, 31-08-2017, M,4.76,43944919,48.17
Maharashtra, 30-09-2017, M,4.67,45138102,49.34
Maharashtra, 31-10-2017, M,3.87,45163462,48.86
Maharashtra, 30-11-2017, M,3.82,45467715,49.06
Maharashtra, 31-12-2017, M,2.7,44870497,47.77
Maharashtra, 31-01-2018, M,3.47,45213511,48.42
Maharashtra, 28-02-2018, M,3.83,45713503,49.05
Maharashtra, 31-03-2018, M,3.36,44650489,47.58
Maharashtra, 30-04-2018, M,4.88,44155265,47.71
Maharashtra, 31-05-2018, M,3.74,43268117,46.11
Maharashtra, 30-06-2018, M,4.19,43697315,46.69
Maharashtra, 31-07-2018, M,3.46,42810228,45.31
Maharashtra, 31-08-2018, M,4.05,41357801,43.95
Maharashtra, 30-09-2018, M,4.02,43722414,46.36
Maharashtra, 31-10-2018, M,3.82,43670526,46.12
Maharashtra, 30-11-2018, M,3.78,43591817,45.92
Maharashtra, 31-12-2018, M,3.21,42499581,44.42
Maharashtra, 31-01-2019, M,5.67,44188804,47.3
Maharashtra, 28-02-2019, M,3.73,43904146,45.96
Maharashtra, 31-03-2019, M,3.34,44082780,45.87
Maharashtra, 30-04-2019, M,4.09,41839940,43.79
Maharashtra, 31-05-2019, M,4.69,40859439,42.95
Maharashtra, 30-06-2019, M,5.26,40431563,42.67
Maharashtra, 31-07-2019, M,4.78,42059400,44.08
Maharashtra, 31-08-2019, M,5.26,43438141,45.66
Maharashtra, 30-09-2019, M,5.55,41617740,43.8
Maharashtra, 31-10-2019, M,5.38,41552227,43.56
Maharashtra, 30-11-2019, M,5.34,42368067,44.31
Maharashtra, 31-12-2019, M,4.94,42938783,44.63
Maharashtra, 31-01-2020, M,4.95,42596868,44.19
Maharashtra, 29-02-2020, M,4.69,42416317,43.8
Maharashtra, 31-03-2020, M,5.79,40196806,41.91
Maharashtra, 30-04-2020, M,20.9,27689253,34.32
Maharashtra, 31-05-2020, M,15.46,32116847,37.17
Maharashtra, 30-06-2020, M,9.23,39708538,42.71
Maharashtra, 31-07-2020, M,3.89,40998545,41.57
Maharashtra, 31-08-2020, M,6.23,40963616,42.49
Maharashtra, 30-09-2020, M,4.54,41970885,42.67
Maharashtra, 31-10-2020, M,4.2,42984107,43.46
Maharashtra, 30-11-2020, M,2.98,41835346,41.69
Maharashtra, 31-12-2020, M,3.9,41852719,42.02
Maharashtra, 31-01-2021, M,3.79,42638718,42.68
Maharashtra, 28-02-2021, M,3.75,43096660,43.04
Maharashtra, 31-03-2021, M,3.55,44407556,44.16
Maharashtra, 30-04-2021, M,5.47,40125662,40.64
Maharashtra, 31-05-2021, M,5.73,40777227,41.33
Maharashtra, 30-06-2021, M,4.37,42661792,42.54
Meghalaya, 31-01-2018, M,10.86,1138806,58.5
Meghalaya, 28-02-2018, M,7.92,1138690,56.5
Meghalaya, 31-03-2018, M,6.72,1067546,52.16
Meghalaya, 30-04-2018, M,4.04,1168761,55.38
Meghalaya, 31-05-2018, M,10.54,1149825,58.3
Meghalaya, 30-06-2018, M,6.73,1111337,53.91
Meghalaya, 31-07-2018, M,3.51,1178817,55.14
Meghalaya, 31-08-2018, M,4.23,1245669,58.56
Meghalaya, 30-09-2018, M,4.57,1271561,59.85
Meghalaya, 31-10-2018, M,4.81,1199584,56.46
Meghalaya, 30-11-2018, M,3.02,1305640,60.17
Meghalaya, 31-12-2018, M,2.71,1288889,59.06
Meghalaya, 31-01-2019, M,2.65,1367106,62.45
Meghalaya, 28-02-2019, M,6.4,1229411,58.28
Meghalaya, 31-03-2019, M,2.01,1419680,64.13
Meghalaya, 30-04-2019, M,2.28,1271267,57.44
Meghalaya, 31-05-2019, M,4.09,1347989,61.91
Meghalaya, 30-06-2019, M,5.08,1256049,58.14
Meghalaya, 31-07-2019, M,1.72,1442525,64.34
Meghalaya, 31-08-2019, M,1.6,1325158,58.88
Meghalaya, 30-09-2019, M,1.19,1416046,62.51
Meghalaya, 31-10-2019, M,4.35,1314984,59.81
Meghalaya, 30-11-2019, M,1.8,1499134,66.26
Meghalaya, 31-12-2019, M,2.48,1370415,60.85
Meghalaya, 31-01-2020, M,1.66,1491093,65.49
Meghalaya, 29-02-2020, M,3.59,1346829,60.2
Meghalaya, 31-03-2020, M,1.58,1482351,64.74
Meghalaya, 30-04-2020, M,10.03,965057,45.99
Meghalaya, 31-05-2020, M,5.92,1215064,55.24
Meghalaya, 30-06-2020, M,1.15,1350794,58.31
Meghalaya, 31-07-2020, M,2.1,1448106,62.96
Meghalaya, 31-08-2020, M,3.74,1357643,59.88
Meghalaya, 30-09-2020, M,4.29,1459726,64.6
Meghalaya, 31-10-2020, M,4.6,1381490,61.18
Meghalaya, 30-11-2020, M,1.12,1425271,60.75
Meghalaya, 31-12-2020, M,6.58,1320920,59.45
Meghalaya, 31-01-2021, M,3.28,1412004,61.23
Meghalaya, 28-02-2021, M,3.83,1326534,57.72
Meghalaya, 31-03-2021, M,1.31,1516752,64.15
Meghalaya, 30-04-2021, M,1.44,1385061,58.52
Meghalaya, 31-05-2021, M,6.49,1293466,57.46
Meghalaya, 30-06-2021, M,2.84,1472538,62.8
Odisha, 31-01-2016, M,7.06,15086246,49.41
Odisha, 29-02-2016, M,10.45,13815790,46.89
Odisha, 31-03-2016, M,12.64,15149389,52.62
Odisha, 30-04-2016, M,8.67,13731170,45.55
Odisha, 31-05-2016, M,7.85,14699097,48.25
Odisha, 30-06-2016, M,10.6,13928832,47.05
Odisha, 31-07-2016, M,9.03,14657563,48.57
Odisha, 31-08-2016, M,10.27,13758709,46.15
Odisha, 30-09-2016, M,4.75,14316551,45.16
Odisha, 31-10-2016, M,4.08,13786830,43.12
Odisha, 30-11-2016, M,4.94,14876909,46.87
Odisha, 31-12-2016, M,6.75,13902370,44.58
Odisha, 31-01-2017, M,4.72,13699079,42.92
Odisha, 28-02-2017, M,3.26,13618942,41.96
Odisha, 31-03-2017, M,1.56,14488426,43.8
Odisha, 30-04-2017, M,3.01,13443698,41.18
Odisha, 31-05-2017, M,6.81,13172723,41.93
Odisha, 30-06-2017, M,3.4,14236759,43.64
Odisha, 31-07-2017, M,3.29,14281925,43.66
Odisha, 31-08-2017, M,3.39,13779654,42.1
Odisha, 30-09-2017, M,4.51,13950476,43.05
Odisha, 31-10-2017, M,9.37,14150962,45.93
Odisha, 30-11-2017, M,1.98,14865796,44.54
Odisha, 31-12-2017, M,2.94,13455378,40.65
Odisha, 31-01-2018, M,5.59,13930924,43.2
Odisha, 28-02-2018, M,6.9,14241803,44.72
Odisha, 31-03-2018, M,7.61,13871369,43.82
Odisha, 30-04-2018, M,7.97,13430847,42.52
Odisha, 31-05-2018, M,8.18,13277964,42.06
Odisha, 30-06-2018, M,6.37,14145627,43.87
Odisha, 31-07-2018, M,5.59,14149366,43.45
Odisha, 31-08-2018, M,6.69,13718395,42.56
Odisha, 30-09-2018, M,5.63,13731085,42.05
Odisha, 31-10-2018, M,5.16,12945817,39.38
Odisha, 30-11-2018, M,3.45,14047116,41.91
Odisha, 31-12-2018, M,5,13676011,41.4
Odisha, 31-01-2019, M,4.18,13905907,41.66
Odisha, 28-02-2019, M,6.56,13179143,40.43
Odisha, 31-03-2019, M,2.82,14570943,42.91
Odisha, 30-04-2019, M,6.38,13406282,40.92
Odisha, 31-05-2019, M,3.95,13675335,40.61
Odisha, 30-06-2019, M,4.35,13321447,39.66
Odisha, 31-07-2019, M,3.05,14552118,42.68
Odisha, 31-08-2019, M,3.65,14184642,41.79
Odisha, 30-09-2019, M,4.22,13716469,40.58
Odisha, 31-10-2019, M,4.32,14078381,41.63
Odisha, 30-11-2019, M,4.29,14787087,43.64
Odisha, 31-12-2019, M,4.44,13714119,40.47
Odisha, 31-01-2020, M,1.9,13743448,39.44
Odisha, 29-02-2020, M,3.12,14280735,41.44
Odisha, 31-03-2020, M,13.08,12272109,39.62
Odisha, 30-04-2020, M,23.76,6865693,25.23
Odisha, 31-05-2020, M,11.41,11730937,37.04
Odisha, 30-06-2020, M,3.77,12903993,37.45
Odisha, 31-07-2020, M,1.88,13614400,38.69
Odisha, 31-08-2020, M,1.42,14154039,39.96
Odisha, 30-09-2020, M,2.1,13608422,38.63
Odisha, 31-10-2020, M,2.18,14094553,39.98
Odisha, 30-11-2020, M,1.7,14294301,40.28
Odisha, 31-12-2020, M,0.16,14645274,40.57
Odisha, 31-01-2021, M,2.97,13790183,39.24
Odisha, 28-02-2021, M,2.46,14077007,39.79
Odisha, 31-03-2021, M,1.56,14055367,39.29
Odisha, 30-04-2021, M,1.88,14869145,41.64
Odisha, 31-05-2021, M,7.02,12976729,38.29
Odisha, 30-06-2021, M,3.46,13403084,38.02
Puducherry, 31-01-2016, M,12.53,477055,49.91
Puducherry, 29-02-2016, M,16.32,520965,56.84
Puducherry, 31-03-2016, M,4.77,481553,46.05
Puducherry, 30-04-2016, M,1.42,527271,48.59
Puducherry, 31-05-2016, M,5.96,473039,45.59
Puducherry, 30-06-2016, M,13.55,521557,54.54
Puducherry, 31-07-2016, M,5.14,491214,46.7
Puducherry, 31-08-2016, M,1.5,527781,48.2
Puducherry, 30-09-2016, M,3.33,501535,46.56
Puducherry, 31-10-2016, M,11.54,545364,55.19
Puducherry, 30-11-2016, M,4.71,519621,48.7
Puducherry, 31-12-2016, M,2.6,539462,49.34
Puducherry, 31-01-2017, M,1.98,488026,44.24
Puducherry, 28-02-2017, M,4.41,555435,51.51
Puducherry, 31-03-2017, M,1.1,499616,44.68
Puducherry, 30-04-2017, M,3,535669,48.72
Puducherry, 31-05-2017, M,1.34,480371,42.85
Puducherry, 30-06-2017, M,6.7,514593,48.42
Puducherry, 31-07-2017, M,1.79,482802,43.05
Puducherry, 31-08-2017, M,4.3,498514,45.5
Puducherry, 30-09-2017, M,5.32,458240,42.18
Puducherry, 31-10-2017, M,2.87,527479,47.2
Puducherry, 30-11-2017, M,4.1,470843,42.57
Puducherry, 31-12-2017, M,2.79,483833,43.05
Puducherry, 31-01-2018, M,4.44,460214,41.56
Puducherry, 28-02-2018, M,2.02,514606,45.21
Puducherry, 31-03-2018, M,3.94,425864,38.07
Puducherry, 30-04-2018, M,1.65,495707,43.18
Puducherry, 31-05-2018, M,2.27,466126,40.75
Puducherry, 30-06-2018, M,0.76,514995,44.23
Puducherry, 31-07-2018, M,3.29,421274,37.04
Puducherry, 31-08-2018, M,0.68,502845,42.94
Puducherry, 30-09-2018, M,3.51,434151,38.07
Puducherry, 31-10-2018, M,0.57,501412,42.56
Puducherry, 30-11-2018, M,0.42,427563,36.15
Puducherry, 31-12-2018, M,0.37,508041,42.83
Puducherry, 31-01-2019, M,1.67,467102,39.79
Puducherry, 28-02-2019, M,0.87,504674,42.55
Puducherry, 31-03-2019, M,0.31,400011,33.45
Puducherry, 30-04-2019, M,0.37,504548,42.12
Puducherry, 31-05-2019, M,0.78,456379,38.16
Puducherry, 30-06-2019, M,0,488896,40.46
Puducherry, 31-07-2019, M,0,420344,34.7
Puducherry, 31-08-2019, M,7.47,496812,44.21
Puducherry, 30-09-2019, M,0.76,462290,38.26
Puducherry, 31-10-2019, M,1.17,492832,40.86
Puducherry, 30-11-2019, M,0.91,417790,34.46
Puducherry, 31-12-2019, M,4.05,493943,41.97
Puducherry, 31-01-2020, M,0.58,457950,37.46
Puducherry, 29-02-2020, M,1.76,493961,40.8
Puducherry, 31-03-2020, M,1.2,421028,34.49
Puducherry, 30-04-2020, M,75.85,117542,39.3
Puducherry, 31-05-2020, M,58.19,172308,33.19
Puducherry, 30-06-2020, M,4.24,367135,30.8
Puducherry, 31-07-2020, M,15.47,386563,36.64
Puducherry, 31-08-2020, M,5.05,396006,33.34
Puducherry, 30-09-2020, M,10.9,411717,36.84
Puducherry, 31-10-2020, M,6.18,428419,36.32
Puducherry, 30-11-2020, M,2.18,407505,33.05
Puducherry, 31-12-2020, M,2.7,415410,33.79
Puducherry, 31-01-2021, M,7.56,420079,35.87
Puducherry, 28-02-2021, M,5.76,420318,35.13
Puducherry, 31-03-2021, M,1.44,418321,33.34
Puducherry, 30-04-2021, M,2.72,424356,34.19
Puducherry, 31-05-2021, M,23.97,348683,35.85
Puducherry, 30-06-2021, M,47.12,222864,32.86
Punjab, 31-01-2016, M,7.66,9754023,46.27
Punjab, 29-02-2016, M,12.38,9262659,46.23
Punjab, 31-03-2016, M,8.32,9643108,45.92
Punjab, 30-04-2016, M,7.28,9656125,45.38
Punjab, 31-05-2016, M,5.07,10078832,46.19
Punjab, 30-06-2016, M,10.58,9560266,46.43
Punjab, 31-07-2016, M,6.29,10058453,46.53
Punjab, 31-08-2016, M,6.68,9941356,46.1
Punjab, 30-09-2016, M,4.81,10112534,45.89
Punjab, 31-10-2016, M,11.09,9524845,46.2
Punjab, 30-11-2016, M,4.87,10019825,45.35
Punjab, 31-12-2016, M,6.07,9303829,42.57
Punjab, 31-01-2017, M,5.62,9722154,44.19
Punjab, 28-02-2017, M,7.99,9403160,43.77
Punjab, 31-03-2017, M,2.62,10066784,44.2
Punjab, 30-04-2017, M,1.83,9969161,43.35
Punjab, 31-05-2017, M,5.45,9589951,43.22
Punjab, 30-06-2017, M,8.89,9213845,43.02
Punjab, 31-07-2017, M,4.68,10105217,45.02
Punjab, 31-08-2017, M,2.48,10153038,44.13
Punjab, 30-09-2017, M,4.02,9381025,41.36
Punjab, 31-10-2017, M,7.82,9101741,41.71
Punjab, 30-11-2017, M,9.15,9743608,45.22
Punjab, 31-12-2017, M,6.78,9751980,44.04
Punjab, 31-01-2018, M,6.69,9451517,42.56
Punjab, 28-02-2018, M,9.64,9037017,41.96
Punjab, 31-03-2018, M,9.01,9625563,44.3
Punjab, 30-04-2018, M,7.16,9565632,43.08
Punjab, 31-05-2018, M,7.26,9442801,42.5
Punjab, 30-06-2018, M,8.29,9159458,41.61
Punjab, 31-07-2018, M,8.44,9818753,44.6
Punjab, 31-08-2018, M,5.37,9692368,42.52
Punjab, 30-09-2018, M,9.83,9626059,44.24
Punjab, 31-10-2018, M,11.68,9227814,43.23
Punjab, 30-11-2018, M,8.56,9817265,44.34
Punjab, 31-12-2018, M,5.83,9710595,42.52
Punjab, 31-01-2019, M,10.47,9604005,44.15
Punjab, 28-02-2019, M,12.39,9205076,43.18
Punjab, 31-03-2019, M,9.8,9731044,44.25
Punjab, 30-04-2019, M,7.51,9641918,42.69
Punjab, 31-05-2019, M,10.73,9378466,42.94
Punjab, 30-06-2019, M,12.55,9333034,43.55
Punjab, 31-07-2019, M,10.36,9900571,44.99
Punjab, 31-08-2019, M,8.68,9683288,43.12
Punjab, 30-09-2019, M,11.29,9481369,43.39
Punjab, 31-10-2019, M,12.97,9092358,42.33
Punjab, 30-11-2019, M,8.29,9997265,44.1
Punjab, 31-12-2019, M,8.36,9739995,42.92
Punjab, 31-01-2020, M,11.11,9442093,42.82
Punjab, 29-02-2020, M,10.97,9229047,41.72
Punjab, 31-03-2020, M,10.32,9975485,44.69
Punjab, 30-04-2020, M,2.86,7020565,28.99
Punjab, 31-05-2020, M,28.33,6872938,38.39
Punjab, 30-06-2020, M,16.55,8390766,40.18
Punjab, 31-07-2020, M,9.19,9732417,42.76
Punjab, 31-08-2020, M,10.99,9386169,41.99
Punjab, 30-09-2020, M,9.61,8979999,39.5
Punjab, 31-10-2020, M,9.83,8811756,38.78
Punjab, 30-11-2020, M,7.64,9550215,40.96
Punjab, 31-12-2020, M,4.37,9369173,38.75
Punjab, 31-01-2021, M,8.09,9097268,39.07
Punjab, 28-02-2021, M,7.21,9037550,38.39
Punjab, 31-03-2021, M,7.35,9590215,40.73
Punjab, 30-04-2021, M,5.33,9367881,38.87
Punjab, 31-05-2021, M,8.84,8900420,38.28
Punjab, 30-06-2021, M,8.22,9010726,38.43
Rajasthan, 31-01-2016, M,6.72,19348695,40.49
Rajasthan, 29-02-2016, M,3.82,19918070,40.34
Rajasthan, 31-03-2016, M,7.56,18609185,39.12
Rajasthan, 30-04-2016, M,11.45,18644477,40.82
Rajasthan, 31-05-2016, M,8.82,18690639,39.65
Rajasthan, 30-06-2016, M,7.16,19780871,41.12
Rajasthan, 31-07-2016, M,6.36,17627470,36.24
Rajasthan, 31-08-2016, M,5.55,19503415,39.66
Rajasthan, 30-09-2016, M,4.17,20235485,40.47
Rajasthan, 31-10-2016, M,3.91,20135234,40.06
Rajasthan, 30-11-2016, M,4.97,17825134,35.78
Rajasthan, 31-12-2016, M,7.77,18760518,38.71
Rajasthan, 31-01-2017, M,5.18,19134010,38.31
Rajasthan, 28-02-2017, M,3.73,20408833,40.17
Rajasthan, 31-03-2017, M,2.79,20914052,40.67
Rajasthan, 30-04-2017, M,4.95,20169763,40.02
Rajasthan, 31-05-2017, M,2.73,19176736,37.09
Rajasthan, 30-06-2017, M,4.4,20645461,40.54
Rajasthan, 31-07-2017, M,1.72,19236798,36.66
Rajasthan, 31-08-2017, M,6.5,19241686,38.45
Rajasthan, 30-09-2017, M,1.59,20493578,38.82
Rajasthan, 31-10-2017, M,3.56,19386262,37.38
Rajasthan, 30-11-2017, M,7.78,20520622,41.29
Rajasthan, 31-12-2017, M,4.7,19617961,38.11
Rajasthan, 31-01-2018, M,6.41,19639483,38.76
Rajasthan, 28-02-2018, M,6.65,19078450,37.67
Rajasthan, 31-03-2018, M,13.2,19637012,41.6
Rajasthan, 30-04-2018, M,7.4,19053973,37.75
Rajasthan, 31-05-2018, M,5.36,20019460,38.71
Rajasthan, 30-06-2018, M,10.08,19367639,39.33
Rajasthan, 31-07-2018, M,9.49,19558725,39.36
Rajasthan, 31-08-2018, M,9.75,19277283,38.82
Rajasthan, 30-09-2018, M,7.58,19564512,38.39
Rajasthan, 31-10-2018, M,13.63,19543972,40.94
Rajasthan, 30-11-2018, M,12.51,19776255,40.8
Rajasthan, 31-12-2018, M,14.87,19491220,41.23
Rajasthan, 31-01-2019, M,7.67,19802750,38.53
Rajasthan, 28-02-2019, M,10.58,20445986,40.99
Rajasthan, 31-03-2019, M,9.71,19964844,39.54
Rajasthan, 30-04-2019, M,12.58,20053759,40.93
Rajasthan, 31-05-2019, M,6.63,20334436,38.77
Rajasthan, 30-06-2019, M,13.88,19851738,40.94
Rajasthan, 31-07-2019, M,10.23,20232340,39.94
Rajasthan, 31-08-2019, M,13.08,20247209,41.18
Rajasthan, 30-09-2019, M,7.52,20467523,39.03
Rajasthan, 31-10-2019, M,14.24,20562884,42.19
Rajasthan, 30-11-2019, M,11.49,20585267,40.83
Rajasthan, 31-12-2019, M,15.01,20594797,42.44
Rajasthan, 31-01-2020, M,10.97,20641716,40.51
Rajasthan, 29-02-2020, M,15.16,20328915,41.77
Rajasthan, 31-03-2020, M,11.9,20024680,39.54
Rajasthan, 30-04-2020, M,17.7,15984142,33.71
Rajasthan, 31-05-2020, M,15.74,19826602,40.74
Rajasthan, 30-06-2020, M,14.39,20506612,41.38
Rajasthan, 31-07-2020, M,15.81,19932393,40.8
Rajasthan, 31-08-2020, M,17.51,20014060,41.71
Rajasthan, 30-09-2020, M,15.35,20149594,40.83
Rajasthan, 31-10-2020, M,24.1,19913403,44.9
Rajasthan, 30-11-2020, M,18.52,20268396,42.47
Rajasthan, 31-12-2020, M,28.23,19786545,46.96
Rajasthan, 31-01-2021, M,17.69,21125626,43.62
Rajasthan, 28-02-2021, M,25.63,20096427,45.83
Rajasthan, 31-03-2021, M,19.74,20392741,42.99
Rajasthan, 30-04-2021, M,28.04,19857143,46.58
Rajasthan, 31-05-2021, M,27.64,18671874,43.45
Rajasthan, 30-06-2021, M,26.25,20231188,46.09
Sikkim, 30-09-2018, M,11.25,280884,58.62
Sikkim, 31-10-2018, M,12.14,207652,43.66
Sikkim, 30-11-2018, M,4.69,258027,49.87
Sikkim, 31-01-2019, M,13.24,274484,57.97
Sikkim, 28-02-2019, M,8.3,227220,45.28
Sikkim, 31-03-2019, M,6.8,265777,51.97
Sikkim, 30-04-2019, M,4.79,219201,41.85
Sikkim, 31-05-2019, M,13.31,271818,56.83
Sikkim, 30-06-2019, M,8.99,229429,45.56
Sikkim, 31-07-2019, M,6.81,265454,51.34
Sikkim, 31-08-2019, M,2.06,218190,40.04
Sikkim, 30-09-2019, M,6.41,280086,53.64
Sikkim, 31-10-2019, M,7.1,234662,45.14
Sikkim, 30-11-2019, M,9.71,270177,53.33
Sikkim, 31-12-2019, M,3.34,249682,45.9
Sikkim, 31-03-2020, M,23.57,262895,60.59
Sikkim, 30-04-2020, M,2.28,215303,38.7
Sikkim, 31-05-2020, M,24.51,193427,44.88
Sikkim, 30-06-2020, M,4.46,221058,40.4
Sikkim, 31-07-2020, M,4.45,265175,48.32
Sikkim, 31-08-2020, M,12.49,244462,48.49
Sikkim, 30-09-2020, M,5.7,231798,42.54
Sikkim, 31-10-2020, M,0.88,242068,42.13
Sikkim, 30-11-2020, M,1.85,265087,46.46
Sikkim, 31-12-2020, M,0.67,291263,50.29
Sikkim, 31-01-2021, M,0,271163,46.35
Sikkim, 28-02-2021, M,4.29,269144,47.94
Sikkim, 31-03-2021, M,1.74,268111,46.37
Sikkim, 30-04-2021, M,1.8,260191,44.89
Sikkim, 31-05-2021, M,4.19,271870,47.92
Sikkim, 30-06-2021, M,0,264393,44.51
Tamil Nadu, 31-01-2016, M,7.59,30805567,55.23
Tamil Nadu, 29-02-2016, M,4.41,31278490,54.13
Tamil Nadu, 31-03-2016, M,11.6,30359801,56.73
Tamil Nadu, 30-04-2016, M,9.77,30660799,56.04
Tamil Nadu, 31-05-2016, M,9.11,30645647,55.52
Tamil Nadu, 30-06-2016, M,6.79,30171453,53.22
