Region, Date, Frequency, Estimated Unemployment Rate (%), Estimated Employed, Estimated Labour Participation Rate (%)
Tamil Nadu, 31-07-2016, M,8.53,30969081,55.57
Tamil Nadu, 31-08-2016, M,10.93,31978443,58.84
Tamil Nadu, 30-09-2016, M,18.4,30483125,61.13
Tamil Nadu, 31-10-2016, M,10.65,30783285,56.28
Tamil Nadu, 30-11-2016, M,6,30488813,52.91
Tamil Nadu, 31-12-2016, M,7.09,31379847,55
Tamil Nadu, 31-01-2017, M,12.55,30962576,57.57
Tamil Nadu, 28-02-2017, M,7.63,30800814,54.14
Tamil Nadu, 31-03-2017, M,4.18,30820227,52.14
Tamil Nadu, 30-04-2017, M,5.69,30815482,52.88
Tamil Nadu, 31-05-2017, M,3.67,30431940,51.05
Tamil Nadu, 30-06-2017, M,2.68,30258932,50.16
Tamil Nadu, 31-07-2017, M,3.18,30263412,50.35
Tamil Nadu, 31-08-2017, M,2.81,29487963,48.8
Tamil Nadu, 30-09-2017, M,3.08,30523117,50.57
Tamil Nadu, 31-10-2017, M,3.85,30030092,50.07
Tamil Nadu, 30-11-2017, M,3,30688529,50.64
Tamil Nadu, 31-12-2017, M,2.94,30532083,50.27
Tamil Nadu, 31-01-2018, M,2.4,30443984,49.77
Tamil Nadu, 28-02-2018, M,2.55,29243004,47.81
Tamil Nadu, 31-03-2018, M,3.03,29810179,48.9
Tamil Nadu, 30-04-2018, M,1.87,30027606,48.6
Tamil Nadu, 31-05-2018, M,2.08,30141678,48.81
Tamil Nadu, 30-06-2018, M,1.51,29200317,46.94
Tamil Nadu, 31-07-2018, M,2.56,29806640,48.35
Tamil Nadu, 31-08-2018, M,1.6,29456524,47.24
Tamil Nadu, 30-09-2018, M,1.8,28568698,45.84
Tamil Nadu, 31-10-2018, M,1.1,28284400,44.99
Tamil Nadu, 30-11-2018, M,3.02,29311576,47.48
Tamil Nadu, 31-12-2018, M,2.07,28063954,44.94
Tamil Nadu, 31-01-2019, M,2.25,27520190,44.08
Tamil Nadu, 28-02-2019, M,1.91,27638278,44.05
Tamil Nadu, 31-03-2019, M,1.72,28235810,44.84
Tamil Nadu, 30-04-2019, M,1.23,27490694,43.38
Tamil Nadu, 31-05-2019, M,0.94,27642770,43.42
Tamil Nadu, 30-06-2019, M,1.19,28694054,45.12
Tamil Nadu, 31-07-2019, M,4.83,28510351,46.47
Tamil Nadu, 31-08-2019, M,5.8,28397017,46.69
Tamil Nadu, 30-09-2019, M,1.8,26967205,42.46
Tamil Nadu, 31-10-2019, M,1.31,27819597,43.52
Tamil Nadu, 30-11-2019, M,2.54,27953384,44.21
Tamil Nadu, 31-12-2019, M,5.7,27617321,45.07
Tamil Nadu, 31-01-2020, M,1.57,26881641,41.96
Tamil Nadu, 29-02-2020, M,2.09,27570589,43.2
Tamil Nadu, 31-03-2020, M,6.4,26830768,43.91
Tamil Nadu, 30-04-2020, M,49.83,9719167,29.63
Tamil Nadu, 31-05-2020, M,33.16,11483256,26.23
Tamil Nadu, 30-06-2020, M,12.2,19096847,33.16
Tamil Nadu, 31-07-2020, M,6.81,24572827,40.13
Tamil Nadu, 31-08-2020, M,2.65,27046415,42.22
Tamil Nadu, 30-09-2020, M,5,23025845,36.77
Tamil Nadu, 31-10-2020, M,2.16,23651626,36.62
Tamil Nadu, 30-11-2020, M,1.15,24629525,37.68
Tamil Nadu, 31-12-2020, M,0.53,25020860,37.98
Tamil Nadu, 31-01-2021, M,3.99,22930424,36
Tamil Nadu, 28-02-2021, M,4.79,23539357,37.22
Tamil Nadu, 31-03-2021, M,3.02,24688097,38.26
Tamil Nadu, 30-04-2021, M,2.34,24591402,37.78
Tamil Nadu, 31-05-2021, M,27.97,14183803,29.5
Tamil Nadu, 30-06-2021, M,8.3,19876121,32.42
Telangana, 31-01-2016, M,7.36,17815321,66.91
Telangana, 29-02-2016, M,4.67,16508460,60.14
Telangana, 31-03-2016, M,4.76,15830168,57.62
Telangana, 30-04-2016, M,6.49,17066847,63.15
Telangana, 31-05-2016, M,6.3,16361651,60.31
Telangana, 30-06-2016, M,8.53,13940938,52.54
Telangana, 31-07-2016, M,4.64,14246163,51.4
Telangana, 31-08-2016, M,4.1,17057209,61.08
Telangana, 30-09-2016, M,3.69,15686245,55.83
Telangana, 31-10-2016, M,7.48,15577069,57.61
Telangana, 30-11-2016, M,4.83,16339639,58.63
Telangana, 31-12-2016, M,4.6,17562401,62.75
Telangana, 31-01-2017, M,5.23,14693047,52.75
Telangana, 28-02-2017, M,14.47,14393489,57.15
Telangana, 31-03-2017, M,5.38,17750002,63.59
Telangana, 30-04-2017, M,2.59,16709603,58.04
Telangana, 31-05-2017, M,3.38,14706639,51.4
Telangana, 30-06-2017, M,12.94,14332462,55.5
Telangana, 31-07-2017, M,4.71,15170845,53.56
Telangana, 31-08-2017, M,1.98,16297243,55.83
Telangana, 30-09-2017, M,2.42,14134302,48.55
Telangana, 31-10-2017, M,4.05,14173236,49.42
Telangana, 30-11-2017, M,2.83,17340383,59.59
Telangana, 31-12-2017, M,2.74,17360562,59.49
Telangana, 31-01-2018, M,4,14531233,50.35
Telangana, 28-02-2018, M,3.43,15226578,52.36
Telangana, 31-03-2018, M,3.62,15861778,54.55
Telangana, 30-04-2018, M,1.97,14615094,49.33
Telangana, 31-05-2018, M,0.97,14067425,46.91
Telangana, 30-06-2018, M,1.19,15242436,50.85
Telangana, 31-07-2018, M,0.75,16613504,55.07
Telangana, 31-08-2018, M,0.49,15788971,52.1
Telangana, 30-09-2018, M,0.44,16593024,54.63
Telangana, 31-10-2018, M,0.94,14672276,48.45
Telangana, 30-11-2018, M,0.52,16996261,55.79
Telangana, 31-12-2018, M,0.94,15232136,50.11
Telangana, 31-01-2019, M,2.61,16647293,55.6
Telangana, 28-02-2019, M,2.38,15556530,51.74
Telangana, 31-03-2019, M,2.48,16619084,55.23
Telangana, 30-04-2019, M,2.66,15128939,50.28
Telangana, 31-05-2019, M,1.99,16614003,54.73
Telangana, 30-06-2019, M,4.41,16412169,55.34
Telangana, 31-07-2019, M,2.86,16971193,56.2
Telangana, 31-08-2019, M,2.37,16288655,53.56
Telangana, 30-09-2019, M,4.82,17084091,57.52
Telangana, 31-10-2019, M,7.11,16693687,57.48
Telangana, 30-11-2019, M,6.07,16603948,56.44
Telangana, 31-12-2019, M,2.3,16385834,53.44
Telangana, 31-01-2020, M,5.49,17609295,59.25
Telangana, 29-02-2020, M,8.29,16825970,58.24
Telangana, 31-03-2020, M,5.77,17341613,58.31
Telangana, 30-04-2020, M,6.25,12172230,41.06
Telangana, 31-05-2020, M,14.7,14977774,55.43
Telangana, 30-06-2020, M,10.55,15108910,53.22
Telangana, 31-07-2020, M,5.36,15679417,52.1
Telangana, 31-08-2020, M,5.79,18185429,60.59
Telangana, 30-09-2020, M,3.27,16958984,54.93
Telangana, 31-10-2020, M,2.93,17417825,56.11
Telangana, 30-11-2020, M,1.56,17190976,54.51
Telangana, 31-12-2020, M,7.05,13239092,44.37
Telangana, 31-01-2021, M,4.26,16304175,52.95
Telangana, 28-02-2021, M,5.58,16040348,52.73
Telangana, 31-03-2021, M,3.67,16373619,52.65
Telangana, 30-04-2021, M,5.05,14105009,45.94
Telangana, 31-05-2021, M,7.39,17020870,56.72
Telangana, 30-06-2021, M,4.82,15122550,48.94
Tripura, 30-09-2017, M,19.41,1218132,49.47
Tripura, 31-10-2017, M,8.51,1468082,52.43
Tripura, 30-11-2017, M,8.35,1266700,45.08
Tripura, 31-01-2018, M,31.11,1399231,66
Tripura, 28-02-2018, M,30.23,1416297,65.85
Tripura, 31-03-2018, M,15.19,1301630,49.7
Tripura, 30-04-2018, M,13.55,1340371,50.12
Tripura, 31-05-2018, M,23.68,1441375,60.94
Tripura, 30-06-2018, M,22.13,1440654,59.58
Tripura, 31-07-2018, M,17.86,1330820,52.09
Tripura, 31-08-2018, M,27.43,1384626,61.23
Tripura, 30-09-2018, M,39.1,1375891,72.36
Tripura, 31-10-2018, M,32.43,1480505,70.05
Tripura, 30-11-2018, M,32.34,1408467,66.44
Tripura, 31-12-2018, M,27.34,1430316,62.71
Tripura, 31-01-2019, M,32.63,1434823,67.72
Tripura, 28-02-2019, M,26.16,1544426,66.4
Tripura, 31-03-2019, M,22.98,1449641,59.64
Tripura, 30-04-2019, M,25.43,1435520,60.89
Tripura, 31-05-2019, M,30.94,1442676,65.95
Tripura, 30-06-2019, M,26.36,1515751,64.87
Tripura, 31-07-2019, M,23.44,1463180,60.12
Tripura, 31-08-2019, M,27.86,1344478,58.52
Tripura, 30-09-2019, M,31.23,1452452,66.2
Tripura, 31-10-2019, M,27.31,1528572,65.79
Tripura, 30-11-2019, M,25.8,1512333,63.65
Tripura, 31-12-2019, M,28.59,1446305,63.14
Tripura, 31-01-2020, M,32.67,1508130,69.69
Tripura, 29-02-2020, M,28.4,1584686,68.74
Tripura, 31-03-2020, M,29.95,1511217,66.89
Tripura, 30-04-2020, M,41.23,971514,51.16
Tripura, 31-05-2020, M,21.51,1290986,50.81
Tripura, 30-06-2020, M,21.71,1494140,58.85
Tripura, 31-07-2020, M,18.24,1348849,50.78
Tripura, 31-08-2020, M,27.92,1318621,56.21
Tripura, 30-09-2020, M,17.35,1368244,50.77
Tripura, 31-10-2020, M,11.57,1576529,54.58
Tripura, 30-11-2020, M,13.06,1454568,51.13
Tripura, 31-12-2020, M,18.21,1389711,51.82
Tripura, 31-01-2021, M,18.15,1395070,51.89
Tripura, 28-02-2021, M,11.05,1629794,55.69
Tripura, 31-03-2021, M,13.94,1493608,52.65
Tripura, 30-04-2021, M,17.28,1436936,52.61
Tripura, 31-05-2021, M,20.02,1353582,51.16
Tripura, 30-06-2021, M,9.62,1651388,55.13
Uttar Pradesh, 31-01-2016, M,14.91,55745996,44.88
Uttar Pradesh, 29-02-2016, M,15.45,55421160,44.8
Uttar Pradesh, 31-03-2016, M,14.39,56956539,45.37
Uttar Pradesh, 30-04-2016, M,15.38,56075058,45.1
Uttar Pradesh, 31-05-2016, M,16.42,57530487,46.74
Uttar Pradesh, 30-06-2016, M,17.98,56695242,46.83
Uttar Pradesh, 31-07-2016, M,14.22,56653902,44.65
Uttar Pradesh, 31-08-2016, M,17.08,56479195,45.94
Uttar Pradesh, 30-09-2016, M,10.13,60547730,45.34
Uttar Pradesh, 31-10-2016, M,8.87,58878595,43.39
Uttar Pradesh, 30-11-2016, M,6.64,55870756,40.1
Uttar Pradesh, 31-12-2016, M,7.59,55423935,40.1
Uttar Pradesh, 31-01-2017, M,3.71,57004034,39.49
Uttar Pradesh, 28-02-2017, M,3.02,56657637,38.89
Uttar Pradesh, 31-03-2017, M,2.43,55173498,37.56
Uttar Pradesh, 30-04-2017, M,5.04,55104794,38.46
Uttar Pradesh, 31-05-2017, M,2.84,55762962,37.96
Uttar Pradesh, 30-06-2017, M,2.74,58190274,39.48
Uttar Pradesh, 31-07-2017, M,2.06,56207063,37.79
Uttar Pradesh, 31-08-2017, M,6.65,56156277,39.52
Uttar Pradesh, 30-09-2017, M,3.66,56279964,38.29
Uttar Pradesh, 31-10-2017, M,3.73,57974586,39.38
Uttar Pradesh, 30-11-2017, M,2.49,56092981,37.54
Uttar Pradesh, 31-12-2017, M,5.4,55321312,38.08
Uttar Pradesh, 31-01-2018, M,4.03,56584288,38.3
Uttar Pradesh, 28-02-2018, M,3.93,57593239,38.87
Uttar Pradesh, 31-03-2018, M,3.14,56809415,37.94
Uttar Pradesh, 30-04-2018, M,5.56,56525466,38.64
Uttar Pradesh, 31-05-2018, M,5.21,56869822,38.64
Uttar Pradesh, 30-06-2018, M,4.04,57795994,38.71
Uttar Pradesh, 31-07-2018, M,4.63,56798203,38.19
Uttar Pradesh, 31-08-2018, M,8.5,56361205,39.41
Uttar Pradesh, 30-09-2018, M,7.88,56621023,39.24
Uttar Pradesh, 31-10-2018, M,6.19,56735101,38.52
Uttar Pradesh, 30-11-2018, M,6.98,56398508,38.54
Uttar Pradesh, 31-12-2018, M,11.03,56170553,40.04
Uttar Pradesh, 31-01-2019, M,9.59,56136714,39.29
Uttar Pradesh, 28-02-2019, M,9.52,55641146,38.83
Uttar Pradesh, 31-03-2019, M,8.87,57027803,39.43
Uttar Pradesh, 30-04-2019, M,11.06,57829154,40.88
Uttar Pradesh, 31-05-2019, M,11.28,56679062,40.07
Uttar Pradesh, 30-06-2019, M,11.25,55900999,39.42
Uttar Pradesh, 31-07-2019, M,9.84,56559433,39.18
Uttar Pradesh, 31-08-2019, M,12.27,56878991,40.4
Uttar Pradesh, 30-09-2019, M,8.11,57838879,39.14
Uttar Pradesh, 31-10-2019, M,10.22,56771594,39.23
Uttar Pradesh, 30-11-2019, M,8.05,57390420,38.64
Uttar Pradesh, 31-12-2019, M,9.39,58497260,39.87
Uttar Pradesh, 31-01-2020, M,7.58,59433759,39.63
Uttar Pradesh, 29-02-2020, M,8.98,58060531,39.23
Uttar Pradesh, 31-03-2020, M,10.11,56976338,38.89
Uttar Pradesh, 30-04-2020, M,21.54,50915056,39.73
Uttar Pradesh, 31-05-2020, M,20.41,49801902,38.22
Uttar Pradesh, 30-06-2020, M,9.47,55380649,37.29
Uttar Pradesh, 31-07-2020, M,5.56,56201654,36.19
Uttar Pradesh, 31-08-2020, M,5.79,55831744,35.96
Uttar Pradesh, 30-09-2020, M,4.18,56106836,35.45
Uttar Pradesh, 31-10-2020, M,3.75,56539521,35.49
Uttar Pradesh, 30-11-2020, M,5.16,56720101,36.05
Uttar Pradesh, 31-12-2020, M,14.95,55796313,39.46
Uttar Pradesh, 31-01-2021, M,4.89,55124290,34.78
Uttar Pradesh, 28-02-2021, M,4.1,56568780,35.33
Uttar Pradesh, 31-03-2021, M,4.14,55834036,34.8
Uttar Pradesh, 30-04-2021, M,6.3,56962368,36.25
Uttar Pradesh, 31-05-2021, M,6.89,55829255,35.67
Uttar Pradesh, 30-06-2021, M,4.32,55933912,34.7
Uttarakhand, 31-01-2016, M,1.31,4445674,57.37
Uttarakhand, 29-02-2016, M,4.53,3639695,48.45
Uttarakhand, 31-03-2016, M,2.42,2979208,38.72
Uttarakhand, 30-04-2016, M,1.26,3983774,51.06
Uttarakhand, 31-05-2016, M,1.08,4800244,61.28
Uttarakhand, 30-06-2016, M,2.85,3465939,44.96
Uttarakhand, 31-07-2016, M,0.7,3195012,40.46
Uttarakhand, 31-08-2016, M,0.94,3471708,43.98
Uttarakhand, 30-09-2016, M,1.57,3306285,42.06
Uttarakhand, 31-10-2016, M,3.97,3211894,41.79
Uttarakhand, 30-11-2016, M,0.12,2813932,35.13
Uttarakhand, 31-12-2016, M,0.83,3432212,43.06
Uttarakhand, 31-01-2017, M,0.55,3721353,46.46
Uttarakhand, 28-02-2017, M,3.03,3300878,42.18
Uttarakhand, 31-03-2017, M,0.28,3007019,37.28
Uttarakhand, 30-04-2017, M,0.25,3203487,39.63
Uttarakhand, 31-05-2017, M,0.14,3226954,39.79
Uttarakhand, 30-06-2017, M,1.81,3099901,38.79
Uttarakhand, 31-07-2017, M,0.28,2939428,36.14
Uttarakhand, 31-08-2017, M,0,3220367,39.39
Uttarakhand, 30-09-2017, M,0.27,3130806,38.32
Uttarakhand, 31-10-2017, M,1.48,3010583,37.22
Uttarakhand, 30-11-2017, M,3.86,2999276,37.92
Uttarakhand, 31-12-2017, M,1.83,2809832,34.72
Uttarakhand, 31-01-2018, M,0.87,2784116,33.99
Uttarakhand, 28-02-2018, M,1.22,2984513,36.5
Uttarakhand, 31-03-2018, M,2.41,3007174,37.14
Uttarakhand, 30-04-2018, M,0.92,2775194,33.69
Uttarakhand, 31-05-2018, M,1,2833419,34.35
Uttarakhand, 30-06-2018, M,1.26,2901086,35.19
Uttarakhand, 31-07-2018, M,2.33,2947761,36.07
Uttarakhand, 31-08-2018, M,0.33,2734560,32.71
Uttarakhand, 30-09-2018, M,2.36,2804291,34.17
Uttarakhand, 31-10-2018, M,4.37,2852962,35.42
Uttarakhand, 30-11-2018, M,4.06,2900676,35.82
Uttarakhand, 31-12-2018, M,5.48,2775272,34.71
Uttarakhand, 31-01-2019, M,3.53,2879018,35.21
Uttarakhand, 28-02-2019, M,5.12,2852743,35.4
Uttarakhand, 31-03-2019, M,5,2852673,35.28
Uttarakhand, 30-04-2019, M,6.36,2732098,34.2
Uttarakhand, 31-05-2019, M,3.58,2784842,33.78
Uttarakhand, 30-06-2019, M,4.66,2928442,35.86
Uttarakhand, 31-07-2019, M,6.1,2860425,35.48
Uttarakhand, 31-08-2019, M,6.52,2735347,34.01
Uttarakhand, 30-09-2019, M,5.07,2868994,35.05
Uttarakhand, 31-10-2019, M,4.8,2952837,35.89
Uttarakhand, 30-11-2019, M,5.8,2912016,35.7
Uttarakhand, 31-12-2019, M,5.41,2792345,34.01
Uttarakhand, 31-01-2020, M,5.49,2711639,32.99
Uttarakhand, 29-02-2020, M,4.99,3020931,36.48
Uttarakhand, 31-03-2020, M,19.85,2539302,36.27
Uttarakhand, 30-04-2020, M,6.48,2720115,33.23
Uttarakhand, 31-05-2020, M,8.01,2694072,33.38
Uttarakhand, 30-06-2020, M,8.61,2656071,33.06
Uttarakhand, 31-07-2020, M,12.38,2938552,38.07
Uttarakhand, 31-08-2020, M,14.26,2717528,35.9
Uttarakhand, 30-09-2020, M,22.26,2695230,39.18
Uttarakhand, 31-10-2020, M,9.23,2739309,34.03
Uttarakhand, 30-11-2020, M,1.47,2447664,27.95
Uttarakhand, 31-12-2020, M,5.19,2647822,31.36
Uttarakhand, 31-01-2021, M,4.45,2531098,29.68
Uttarakhand, 28-02-2021, M,4.69,2775542,32.56
Uttarakhand, 31-03-2021, M,3.26,2511431,28.96
Uttarakhand, 30-04-2021, M,5.96,2852350,33.77
Uttarakhand, 31-05-2021, M,5.49,2447140,28.76
Uttarakhand, 30-06-2021, M,4.81,2822878,32.87
West Bengal, 31-01-2016, M,9.04,31812990,47.11
West Bengal, 29-02-2016, M,6.19,30811585,44.16
West Bengal, 31-03-2016, M,8.24,31201247,45.64
West Bengal, 30-04-2016, M,7.54,31812979,46.09
West Bengal, 31-05-2016, M,6.6,32086784,45.93
West Bengal, 30-06-2016, M,6.85,30067878,43.08
West Bengal, 31-07-2016, M,7.99,31073305,44.98
West Bengal, 31-08-2016, M,7.23,32623468,46.75
West Bengal, 30-09-2016, M,7.73,33751829,48.54
West Bengal, 31-10-2016, M,4.64,31877620,44.27
West Bengal, 30-11-2016, M,7.26,31427741,44.8
West Bengal, 31-12-2016, M,5.94,32473234,45.55
West Bengal, 31-01-2017, M,6.6,32880205,46.36
West Bengal, 28-02-2017, M,4.83,32158803,44.42
West Bengal, 31-03-2017, M,6.59,31936698,44.86
West Bengal, 30-04-2017, M,5.13,33365721,46.06
West Bengal, 31-05-2017, M,5.96,33572499,46.66
West Bengal, 30-06-2017, M,4.82,33083715,45.35
West Bengal, 31-07-2017, M,6.31,32377573,45
West Bengal, 31-08-2017, M,5.17,33438750,45.82
West Bengal, 30-09-2017, M,7.46,32616700,45.72
West Bengal, 31-10-2017, M,5.75,33910697,46.58
West Bengal, 30-11-2017, M,5.94,33428349,45.92
West Bengal, 31-12-2017, M,5.37,34617683,47.18
West Bengal, 31-01-2018, M,8.63,32811721,46.23
West Bengal, 28-02-2018, M,8.83,34163374,48.15
West Bengal, 31-03-2018, M,7.92,33019745,45.99
West Bengal, 30-04-2018, M,6.24,33967751,46.38
West Bengal, 31-05-2018, M,7.37,33663732,46.43
West Bengal, 30-06-2018, M,7.82,34147434,47.24
West Bengal, 31-07-2018, M,6.43,34253459,46.6
West Bengal, 31-08-2018, M,5.7,34492073,46.47
West Bengal, 30-09-2018, M,7.14,33858370,46.24
West Bengal, 31-10-2018, M,6.74,34891251,47.35
West Bengal, 30-11-2018, M,6.15,34765004,46.79
West Bengal, 31-12-2018, M,5.89,35003804,46.9
West Bengal, 31-01-2019, M,6.95,34442774,46.58
West Bengal, 28-02-2019, M,6.45,35325211,47.43
West Bengal, 31-03-2019, M,6.1,35655928,47.61
West Bengal, 30-04-2019, M,6.55,35642390,47.73
West Bengal, 31-05-2019, M,6.43,34759070,46.4
West Bengal, 30-06-2019, M,6.31,36154978,48.11
West Bengal, 31-07-2019, M,6.32,35637632,47.34
West Bengal, 31-08-2019, M,6.12,36381326,48.13
West Bengal, 30-09-2019, M,6.41,35681623,47.26
West Bengal, 31-10-2019, M,7.1,34916695,46.5
West Bengal, 30-11-2019, M,6.06,36398814,47.85
West Bengal, 31-12-2019, M,6.25,36241930,47.65
West Bengal, 31-01-2020, M,6.94,35820789,47.35
West Bengal, 29-02-2020, M,4.92,36964178,47.74
West Bengal, 31-03-2020, M,6.92,35903917,47.27
West Bengal, 30-04-2020, M,17.41,26938836,39.9
West Bengal, 31-05-2020, M,17.41,28356675,41.92
West Bengal, 30-06-2020, M,7.29,30726310,40.39
West Bengal, 31-07-2020, M,6.83,35372506,46.17
West Bengal, 31-08-2020, M,14.87,33298644,47.48
West Bengal, 30-09-2020, M,9.31,35877583,47.93
West Bengal, 31-10-2020, M,10.22,33856332,45.6
West Bengal, 30-11-2020, M,11.24,33420675,45.45
West Bengal, 31-12-2020, M,6.01,35829652,45.93
West Bengal, 31-01-2021, M,5.25,36563881,46.4
West Bengal, 28-02-2021, M,6.22,37127736,47.52
West Bengal, 31-03-2021, M,7.51,35827410,46.41
West Bengal, 30-04-2021, M,7.63,34849346,45.11
West Bengal, 31-05-2021, M,19.34,28897052,42.75
West Bengal, 30-06-2021, M,22.14,30440202,46.57
India, 31-01-2016, M,8.72,408609380,47.7
India, 29-02-2016, M,8.46,402169984,46.72
India, 31-03-2016, M,8.73,397037060,46.18
India, 30-04-2016, M,8.9,403488712,46.92
India, 31-05-2016, M,9.65,414185605,48.47
India, 30-06-2016, M,8.91,401597521,46.52
India, 31-07-2016, M,8.51,399367855,45.97
India, 31-08-2016, M,9.59,406539793,47.26
India, 30-09-2016, M,8.43,418463537,47.94
India, 31-10-2016, M,6.71,414260479,46.49
India, 30-11-2016, M,6.51,401452641,44.87
India, 31-12-2016, M,6.4,406231569,45.26
India, 31-01-2017, M,5.93,409089180,45.26
India, 28-02-2017, M,5.01,407510573,44.57
India, 31-03-2017, M,4.67,405041471,44.05
India, 30-04-2017, M,3.87,404907085,43.59
India, 31-05-2017, M,4.03,405278054,43.61
India, 30-06-2017, M,4.12,408560176,43.92
India, 31-07-2017, M,3.37,402701002,42.87
India, 31-08-2017, M,4.07,405548445,43.4
India, 30-09-2017, M,4.63,405856846,43.61
India, 31-10-2017, M,5,406599177,43.77
India, 30-11-2017, M,4.72,409132411,43.83
India, 31-12-2017, M,4.74,408355283,43.67
India, 31-01-2018, M,5.01,405838316,43.43
India, 28-02-2018, M,5.87,405980615,43.77
India, 31-03-2018, M,6,402405346,43.35
India, 30-04-2018, M,5.57,401930972,43.02
India, 31-05-2018, M,5.14,401972361,42.75
India, 30-06-2018, M,5.75,401484904,42.88
India, 31-07-2018, M,5.66,401114819,42.72
India, 31-08-2018, M,6.27,397988063,42.58
India, 30-09-2018, M,6.47,403098663,43.13
India, 31-10-2018, M,6.83,396084619,42.46
India, 30-11-2018, M,6.65,401073049,42.83
India, 31-12-2018, M,7.02,397460299,42.53
India, 31-01-2019, M,6.86,406093726,43.29
India, 28-02-2019, M,7.2,399913970,42.71
India, 31-03-2019, M,6.65,402600865,42.66
India, 30-04-2019, M,7.35,399248195,42.54
India, 31-05-2019, M,7.03,403703192,42.78
India, 30-06-2019, M,7.87,400337390,42.73
India, 31-07-2019, M,7.34,403064278,42.69
India, 31-08-2019, M,8.19,403245519,43.02
India, 30-09-2019, M,7.14,406718757,42.81
India, 31-10-2019, M,8.1,404124236,42.9
India, 30-11-2019, M,7.23,403049912,42.3
India, 31-12-2019, M,7.6,405647546,42.66
India, 31-01-2020, M,7.22,410473913,42.9
India, 29-02-2020, M,7.76,405954169,42.6
India, 31-03-2020, M,8.75,395840756,41.9
India, 30-04-2020, M,23.52,282203816,35.57
India, 31-05-2020, M,21.73,313793837,38.57
India, 30-06-2020, M,10.18,376993536,40.3
India, 31-07-2020, M,7.4,392341064,40.61
India, 31-08-2020, M,8.35,392520303,40.96
India, 30-09-2020, M,6.68,397739844,40.68
India, 31-10-2020, M,7.02,396450375,40.62
India, 30-11-2020, M,6.5,394133855,40.08
India, 31-12-2020, M,9.06,388777142,40.56
India, 31-01-2021, M,6.52,400709258,40.59
India, 28-02-2021, M,6.89,398213434,40.43
India, 31-03-2021, M,6.5,398145073,40.17
India, 30-04-2021, M,7.97,390790128,39.98
India, 31-05-2021, M,11.9,375458641,40.04
India, 30-06-2021, M,9.17,383287653,39.57
